Source Language,Source ISO Code,Target Language,Target ISO Code,Text Type,Text,Trial,HF Translated Text,HF Translation Time (s),Gemini Translated Text,Gemini Translation Time (s)
English,en,Spanish,es,sentence,This is a test sentence.,5,Esta es una frase de prueba.,0.26682519912719727,Esta es una oración de prueba.,0.8595700263977051
English,en,Spanish,es,sentence,How are you doing today?,1,¿Cómo estás hoy?,0.2823328971862793,¿Cómo estás hoy?,0.695652961730957
English,en,Spanish,es,sentence,How are you doing today?,2,¿Cómo estás hoy?,0.2844829559326172,¿Cómo estás hoy?,0.6735241413116455
English,en,Spanish,es,sentence,How are you doing today?,3,¿Cómo estás hoy?,0.26810598373413086,¿Cómo estás hoy?,0.7226748466491699
English,en,Spanish,es,sentence,How are you doing today?,4,¿Cómo estás hoy?,0.27541089057922363,¿Cómo estás hoy?,0.7016029357910156
English,en,Spanish,es,sentence,How are you doing today?,5,¿Cómo estás hoy?,0.27548789978027344,¿Cómo estás hoy?,0.687690019607544
English,en,Spanish,es,sentence,The weather is great.,1,El clima es genial.,0.21837425231933594,El clima está genial.,0.6553478240966797
English,en,Spanish,es,sentence,The weather is great.,2,El clima es genial.,0.21948814392089844,El clima es genial.,0.689784049987793
English,en,Spanish,es,sentence,The weather is great.,3,El clima es genial.,0.21610403060913086,El clima es genial.,0.7122609615325928
English,en,Spanish,es,sentence,The weather is great.,4,El clima es genial.,0.20821285247802734,El clima está genial.,0.6943306922912598
English,en,Spanish,es,sentence,The weather is great.,5,El clima es genial.,0.21557092666625977,El clima es genial.,0.7633919715881348
English,en,Spanish,es,sentence,I love learning new languages.,1,Me encanta aprender nuevos idiomas.,0.2448430061340332,Me encanta aprender nuevos idiomas.,0.8576650619506836
English,en,Spanish,es,sentence,I love learning new languages.,2,Me encanta aprender nuevos idiomas.,0.2588179111480713,Me encanta aprender idiomas nuevos.,0.755497932434082
English,en,Spanish,es,sentence,I love learning new languages.,3,Me encanta aprender nuevos idiomas.,0.2576451301574707,Me encanta aprender idiomas nuevos.,0.8530738353729248
English,en,Spanish,es,sentence,I love learning new languages.,4,Me encanta aprender nuevos idiomas.,0.23742294311523438,Me encanta aprender nuevos idiomas.,0.8971290588378906
English,en,Spanish,es,sentence,I love learning new languages.,5,Me encanta aprender nuevos idiomas.,0.24198293685913086,Me encanta aprender idiomas nuevos.,0.8245370388031006
English,en,Spanish,es,sentence,Artificial Intelligence is fascinating.,1,La Inteligencia Artificial es fascinante.,0.2910473346710205,La inteligencia artificial es fascinante.,0.6917009353637695
English,en,Spanish,es,sentence,Artificial Intelligence is fascinating.,2,La Inteligencia Artificial es fascinante.,0.2887840270996094,La inteligencia artificial es fascinante.,0.6687576770782471
English,en,Spanish,es,sentence,Artificial Intelligence is fascinating.,3,La Inteligencia Artificial es fascinante.,0.282041072845459,La inteligencia artificial es fascinante.,0.6871089935302734
English,en,Spanish,es,sentence,Artificial Intelligence is fascinating.,4,La Inteligencia Artificial es fascinante.,0.28554606437683105,La inteligencia artificial es fascinante.,0.7551469802856445
English,en,Spanish,es,sentence,Artificial Intelligence is fascinating.,5,La Inteligencia Artificial es fascinante.,0.29334092140197754,La inteligencia artificial es fascinante.,0.6467373371124268
English,en,Spanish,es,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,1,Este es un párrafo de prueba con múltiples oraciones. Debe ayudarnos a entender cómo los tiempos de traducción varían con la longitud del texto.,0.9549758434295654,Este es un párrafo de prueba con varias oraciones. Debería ayudarnos a comprender cómo varían los tiempos de traducción con la longitud del texto.,0.8946261405944824
English,en,Spanish,es,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,2,Este es un párrafo de prueba con múltiples oraciones. Debe ayudarnos a entender cómo los tiempos de traducción varían con la longitud del texto.,0.9306731224060059,Este es un párrafo de prueba con varias oraciones. Debería ayudarnos a comprender cómo varían los tiempos de traducción con la longitud del texto.,0.943274974822998
English,en,Spanish,es,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,3,Este es un párrafo de prueba con múltiples oraciones. Debe ayudarnos a entender cómo los tiempos de traducción varían con la longitud del texto.,0.8319852352142334,Este es un párrafo de prueba con varias oraciones. Debería ayudarnos a comprender cómo varían los tiempos de traducción con la longitud del texto.,3.8432869911193848
English,en,Spanish,es,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,4,Este es un párrafo de prueba con múltiples oraciones. Debe ayudarnos a entender cómo los tiempos de traducción varían con la longitud del texto.,0.8608050346374512,Este es un párrafo de prueba con varias oraciones. Debería ayudarnos a comprender cómo varían los tiempos de traducción con la longitud del texto.,0.9250669479370117
English,en,Spanish,es,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,5,Este es un párrafo de prueba con múltiples oraciones. Debe ayudarnos a entender cómo los tiempos de traducción varían con la longitud del texto.,0.9138302803039551,Este es un párrafo de prueba con varias oraciones. Debería ayudarnos a comprender cómo varían los tiempos de traducción con la longitud del texto.,0.8716590404510498
English,en,Spanish,es,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",1,"Aquí hay otro ejemplo de un párrafo. Incluye varios detalles sobre un tema específico, que varía la complejidad de la traducción.",0.7858388423919678,"Aquí hay otro ejemplo de un párrafo. Incluye varios detalles sobre un tema específico, lo que varía la complejidad de la traducción.",1.2625470161437988
English,en,Spanish,es,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",2,"Aquí hay otro ejemplo de un párrafo. Incluye varios detalles sobre un tema específico, que varía la complejidad de la traducción.",0.7365992069244385,"Aquí hay otro ejemplo de párrafo. Incluye varios detalles sobre un tema específico, lo que varía la complejidad de la traducción.",1.0981690883636475
English,en,Spanish,es,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",3,"Aquí hay otro ejemplo de un párrafo. Incluye varios detalles sobre un tema específico, que varía la complejidad de la traducción.",0.7338368892669678,"Aquí hay otro ejemplo de un párrafo. Incluye varios detalles sobre un tema específico, lo que varía la complejidad de la traducción.",1.1008601188659668
English,en,Spanish,es,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",4,"Aquí hay otro ejemplo de un párrafo. Incluye varios detalles sobre un tema específico, que varía la complejidad de la traducción.",0.7265269756317139,"Aquí hay otro ejemplo de un párrafo. Incluye varios detalles sobre un tema específico, lo que varía la complejidad de la traducción.",1.131537914276123
English,en,Spanish,es,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",5,"Aquí hay otro ejemplo de un párrafo. Incluye varios detalles sobre un tema específico, que varía la complejidad de la traducción.",0.726464033126831,"Aquí hay otro ejemplo de un párrafo. Incluye varios detalles sobre un tema específico, lo que varía la complejidad de la traducción.",1.0508918762207031
English,en,Spanish,es,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,1,El zorro marrón salta rápido sobre el perro perezoso. Esta frase contiene cada letra en el alfabeto Inglés.,0.6416671276092529,El rápido zorro marrón salta sobre el perro perezoso. Esta oración contiene todas las letras del alfabeto inglés.,0.8916280269622803
English,en,Spanish,es,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,2,El zorro marrón salta rápido sobre el perro perezoso. Esta frase contiene cada letra en el alfabeto Inglés.,0.6046578884124756,El rápido zorro marrón salta sobre el perro perezoso. Esta frase contiene todas las letras del alfabeto inglés.,0.8697762489318848
English,en,Spanish,es,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,3,El zorro marrón salta rápido sobre el perro perezoso. Esta frase contiene cada letra en el alfabeto Inglés.,0.6082339286804199,El rápido zorro marrón salta sobre el perro perezoso. Esta oración contiene todas las letras del alfabeto inglés.,0.872046947479248
English,en,Spanish,es,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,4,El zorro marrón salta rápido sobre el perro perezoso. Esta frase contiene cada letra en el alfabeto Inglés.,0.6025938987731934,El rápido zorro marrón salta sobre el perro perezoso. Esta oración contiene todas las letras del alfabeto inglés.,0.8527159690856934
English,en,Spanish,es,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,5,El zorro marrón salta rápido sobre el perro perezoso. Esta frase contiene cada letra en el alfabeto Inglés.,0.6021938323974609,El rápido zorro marrón salta sobre el perro perezoso. Esta frase contiene todas las letras del alfabeto inglés.,0.9104869365692139
English,en,Spanish,es,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,1,Los modelos de traducción pueden variar significativamente en su rendimiento. Es importante probarlos a fondo.,0.5757400989532471,Los modelos de traducción pueden variar significativamente en su rendimiento. Es importante probarlos a fondo.,0.8837282657623291
English,en,Spanish,es,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,2,Los modelos de traducción pueden variar significativamente en su rendimiento. Es importante probarlos a fondo.,0.5761590003967285,Los modelos de traducción pueden variar significativamente en su rendimiento. Es importante probarlos a fondo.,0.7870199680328369
English,en,Spanish,es,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,3,Los modelos de traducción pueden variar significativamente en su rendimiento. Es importante probarlos a fondo.,0.5826711654663086,Los modelos de traducción pueden variar significativamente en su rendimiento. Es importante probarlos a fondo.,0.7942969799041748
English,en,Spanish,es,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,4,Los modelos de traducción pueden variar significativamente en su rendimiento. Es importante probarlos a fondo.,0.5644099712371826,Los modelos de traducción pueden variar significativamente en su rendimiento. Es importante probarlos a fondo.,0.826657772064209
English,en,Spanish,es,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,5,Los modelos de traducción pueden variar significativamente en su rendimiento. Es importante probarlos a fondo.,0.5718419551849365,Los modelos de traducción pueden variar significativamente en su rendimiento. Es importante probarlos a fondo.,0.8612329959869385
English,en,Spanish,es,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",1,"Una traducción eficiente puede transformar la comunicación en un mundo globalizado, permitiendo una interacción más fluida entre culturas.",0.649122953414917,"La traducción eficiente puede transformar la comunicación en un mundo globalizado, permitiendo interacciones más fluidas entre culturas.",1.1003940105438232
English,en,Spanish,es,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",2,"Una traducción eficiente puede transformar la comunicación en un mundo globalizado, permitiendo una interacción más fluida entre culturas.",0.6589407920837402,"La traducción eficiente puede transformar la comunicación en un mundo globalizado, permitiendo interacciones más fluidas entre culturas.",0.8347890377044678
English,en,Spanish,es,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",3,"Una traducción eficiente puede transformar la comunicación en un mundo globalizado, permitiendo una interacción más fluida entre culturas.",0.6507971286773682,"La traducción eficiente puede transformar la comunicación en un mundo globalizado, permitiendo interacciones más fluidas entre culturas.",0.8509209156036377
English,en,Spanish,es,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",4,"Una traducción eficiente puede transformar la comunicación en un mundo globalizado, permitiendo una interacción más fluida entre culturas.",0.6809799671173096,"Una traducción eficiente puede transformar la comunicación en un mundo globalizado, permitiendo interacciones más fluidas entre culturas.",0.8386719226837158
English,en,Spanish,es,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",5,"Una traducción eficiente puede transformar la comunicación en un mundo globalizado, permitiendo una interacción más fluida entre culturas.",0.6610658168792725,"La traducción eficiente puede transformar la comunicación en un mundo globalizado, permitiendo interacciones más fluidas entre culturas.",0.7841899394989014
English,en,Chinese,zh,word,Hello,1,你好 你好 你好 你好 你好 你好 你好 你好 你好,12.541536092758179,你好,0.7501420974731445
English,en,Chinese,zh,word,Hello,2,你好 你好 你好 你好 你好 你好 你好 你好 你好,13.102695941925049,你好,0.8042266368865967
English,en,Chinese,zh,word,Hello,3,你好 你好 你好 你好 你好 你好 你好 你好 你好,13.64417290687561,你好,0.8694500923156738
English,en,Chinese,zh,word,Hello,4,你好 你好 你好 你好 你好 你好 你好 你好 你好,13.724716663360596,你好,0.8206918239593506
English,en,Chinese,zh,word,Hello,5,你好 你好 你好 你好 你好 你好 你好 你好 你好,14.521008729934692,你好,0.8312251567840576
English,en,Chinese,zh,word,World,1,世界世界世界,0.18042278289794922,世界,0.7693228721618652
English,en,Chinese,zh,word,World,2,世界世界世界,0.16867303848266602,世界,0.7853841781616211
English,en,Chinese,zh,word,World,3,世界世界世界,0.17239904403686523,世界,0.730043888092041
English,en,Chinese,zh,word,World,4,世界世界世界,0.19043993949890137,世界,0.7761819362640381
English,en,Chinese,zh,word,World,5,世界世界世界,0.17962026596069336,世界,0.7440879344940186
English,en,Chinese,zh,word,Peace,1,和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平,18.3364679813385,和平,0.7920482158660889
English,en,Chinese,zh,word,Peace,2,和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平,19.41697907447815,和平,0.7817111015319824
English,en,Chinese,zh,word,Peace,3,和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平,20.389660835266113,和平,0.9654200077056885
English,en,Chinese,zh,word,Peace,4,和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平,19.380603075027466,和平,0.80051589012146
English,en,Chinese,zh,word,Peace,5,和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平和平,19.22429895401001,和平,0.8708028793334961
English,en,Chinese,zh,word,Dream,1,梦梦,0.2828071117401123,梦,0.7953400611877441
English,en,Chinese,zh,word,Dream,2,梦梦,0.3159949779510498,梦,0.8139457702636719
English,en,Chinese,zh,word,Dream,3,梦梦,0.2897212505340576,梦,0.7557661533355713
English,en,Chinese,zh,word,Dream,4,梦梦,0.2868218421936035,梦,0.812910795211792
English,en,Chinese,zh,word,Dream,5,梦梦,0.2701880931854248,梦,0.8125100135803223
English,en,Chinese,zh,word,Sky,1,空 空 空,0.2630012035369873,天空,0.8197922706604004
English,en,Chinese,zh,word,Sky,2,空 空 空,0.27718496322631836,天空,0.7278499603271484
English,en,Chinese,zh,word,Sky,3,空 空 空,0.24445199966430664,天空,0.7761416435241699
English,en,Chinese,zh,word,Sky,4,空 空 空,0.2308042049407959,天空,0.797142744064331
English,en,Chinese,zh,word,Sky,5,空 空 空,0.23103594779968262,天空,0.8409421443939209
English,en,Chinese,zh,sentence,This is a test sentence.,1,这是一个试验判决。,0.19636297225952148,这是一个测试句子。,0.8535497188568115
English,en,Chinese,zh,sentence,This is a test sentence.,2,这是一个试验判决。,0.18328213691711426,这是一个测试句子。,0.8031449317932129
English,en,Chinese,zh,sentence,This is a test sentence.,3,这是一个试验判决。,0.187164306640625,这是一个测试句子。,0.8759369850158691
English,en,Chinese,zh,sentence,This is a test sentence.,4,这是一个试验判决。,0.19207119941711426,这是一个测试句子。,0.7569119930267334
